publication_id,title,issue_number,publication_date,scope_item_id,scope_id,scope_name,industry_age,batman_era,publication_type,continuity_type,batman_role,new_or_reprint_content,owned,ownership_status,ordered,edition_status,facsimile_exists,facsimile_owned,shopping_status,shopping_priority,gap_priority,gap_reason,source,confidence,notes
PUB-BAT-0360,Batman,360,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0361,Batman,361,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0362,Batman,362,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0363,Batman,363,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0364,Batman,364,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0365,Batman,365,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0366,Batman,366,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0367,Batman,367,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0368,Batman,368,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0369,Batman,369,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0370,Batman,370,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0371,Batman,371,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0372,Batman,372,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0373,Batman,373,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0374,Batman,374,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0375,Batman,375,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0376,Batman,376,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0377,Batman,377,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0378,Batman,378,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0379,Batman,379,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0380,Batman,380,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0381,Batman,381,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0382,Batman,382,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0383,Batman,383,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0384,Batman,384,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0385,Batman,385,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0386,Batman,386,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0387,Batman,387,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Adjacent to an owned run.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0388,Batman,388,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,Yes,OWNED,No,OWNED - EDITION UNCLASSIFIED,No,No,OWNED,LOW,OWNED,Already owned.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0389,Batman,389,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Adjacent to an owned run.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0390,Batman,390,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0391,Batman,391,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0392,Batman,392,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0393,Batman,393,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0394,Batman,394,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0395,Batman,395,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0396,Batman,396,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0397,Batman,397,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0398,Batman,398,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0399,Batman,399,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0400,Batman,400,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0401,Batman,401,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0402,Batman,402,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-BAT-0403,Batman,403,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,NO CONFIRMED FACSIMILE,No,No,BUY IF CHEAP,LOW,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0395,Detective Comics,395,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0396,Detective Comics,396,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0397,Detective Comics,397,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0398,Detective Comics,398,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0399,Detective Comics,399,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Adjacent to an owned run.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0400,Detective Comics,400,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,Yes,OWNED,No,OWNED FACSIMILE,Yes,Yes,FACSIMILE SUFFICIENT,,OWNED,Already owned.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0401,Detective Comics,401,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Adjacent to an owned run.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0402,Detective Comics,402,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0403,Detective Comics,403,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0404,Detective Comics,404,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0405,Detective Comics,405,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0406,Detective Comics,406,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0407,Detective Comics,407,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0408,Detective Comics,408,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0409,Detective Comics,409,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0410,Detective Comics,410,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Adjacent to an owned run.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0411,Detective Comics,411,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,Yes,OWNED,Yes,OWNED FACSIMILE,Yes,Yes,FACSIMILE SUFFICIENT,,OWNED,Already owned.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0412,Detective Comics,412,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Adjacent to an owned run.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0413,Detective Comics,413,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0414,Detective Comics,414,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0415,Detective Comics,415,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0416,Detective Comics,416,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0417,Detective Comics,417,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0418,Detective Comics,418,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0419,Detective Comics,419,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
PUB-DET-0420,Detective Comics,420,,bronze_age_batman_core,core_batman_detective,Core Batman and Detective Comics,Bronze Age,Bronze Age Batman,Original Issue,main continuity,lead,new story,No,MISSING,No,,No,No,,,MEDIUM,Missing from a configured physical run target.,https://en.wikipedia.org/wiki/Bronze_Age_of_Comic_Books,review,Range follows Library researched Batman-specific Bronze convention.
