order_type,sequence,scope_id,item_id,work,issue_number,publication_id,role,continuity_status,continuity_confidence,source_url,notes
chronological,010,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,1,PUB-ASBAR-0001,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,011,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,2,PUB-ASBAR-0002,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,012,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,3,PUB-ASBAR-0003,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,013,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,4,PUB-ASBAR-0004,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,014,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,5,PUB-ASBAR-0005,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,015,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,6,PUB-ASBAR-0006,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,016,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,7,PUB-ASBAR-0007,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,017,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,8,PUB-ASBAR-0008,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,018,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,9,PUB-ASBAR-0009,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson origin material; Miller-supported DKR relation but contradictions exist.
chronological,019,extended_miller_dkr_related,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,10,PUB-ASBAR-0010,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published run ends here; narrative unfinished.
chronological,020,complete_dkr_continuity,dark_knight_last_crusade,Dark Knight Returns: The Last Crusade,1,PUB-DKR-LAST-CRUSADE-0001,prequel,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Takes place ten years before DKR.
chronological,030,core_batman_saga,dark_knight_returns,The Dark Knight Returns,1,PUB-DKR-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #1.
chronological,031,core_batman_saga,dark_knight_returns,The Dark Knight Returns,2,PUB-DKR-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #2.
chronological,032,core_batman_saga,dark_knight_returns,The Dark Knight Returns,3,PUB-DKR-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #3.
chronological,033,core_batman_saga,dark_knight_returns,The Dark Knight Returns,4,PUB-DKR-0004,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #4.
chronological,040,core_batman_saga,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,1,PUB-DK2-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #1.
chronological,041,core_batman_saga,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,2,PUB-DK2-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #2.
chronological,042,core_batman_saga,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,3,PUB-DK2-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #3.
chronological,050,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,1,PUB-DKIII-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #1.
chronological,051,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,2,PUB-DKIII-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #2.
chronological,052,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,3,PUB-DKIII-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #3.
chronological,053,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,4,PUB-DKIII-0004,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #4.
chronological,054,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,5,PUB-DKIII-0005,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #5.
chronological,055,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,6,PUB-DKIII-0006,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #6.
chronological,056,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,7,PUB-DKIII-0007,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #7.
chronological,057,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,8,PUB-DKIII-0008,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #8.
chronological,058,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,9,PUB-DKIII-0009,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #9.
chronological,060,core_batman_saga,dark_knight_golden_child,Dark Knight Returns: The Golden Child,1,PUB-DKR-GOLDEN-CHILD-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Set three years after DKIII.
